Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,DaysSinceEnrolled,YearsSinceEnrolled,Age,MntTotal,MntRegularProds,Children,HasChildren,AcceptedCmpTotal,HasAcceptedCmp,NumTotalPurchases,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Partner,Marital_Status_Single,AgeGroup_18-30,AgeGroup_31-45,AgeGroup_46-60,AgeGroup_61+
62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,667,1,54,819,720,1,1,0,0,20,0,0,1,0,0,1,0,0,0,1,0
72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,285,0,59,1151,1097,0,0,0,0,16,0,0,1,0,0,0,1,0,0,1,0
61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,567,1,66,594,545,2,1,0,0,17,0,0,0,0,1,1,0,0,0,0,1
49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,519,1,48,129,115,2,1,0,0,7,0,0,0,1,0,1,0,0,0,1,0
21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,547,1,28,213,149,1,1,0,0,8,0,0,0,1,0,0,1,1,0,0,0
42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,138,0,41,67,63,1,1,0,0,5,0,0,1,0,0,0,1,0,1,0,0
26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,475,1,58,28,27,3,1,0,0,4,0,0,1,0,0,0,1,0,0,1,0
30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,611,1,39,45,34,1,1,0,0,4,0,1,0,0,0,1,0,0,1,0,0
81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,53,0,49,1193,1171,0,0,1,1,17,0,0,1,0,0,1,0,0,0,1,0
26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,314,0,45,268,228,0,0,0,0,10,0,0,0,1,0,0,1,0,1,0,0
45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,346,0,70,266,256,0,0,0,0,11,0,0,0,1,0,0,1,0,0,0,1
18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,565,1,41,37,22,1,1,0,0,4,0,1,0,0,0,1,0,0,1,0,0
22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,244,0,47,37,35,3,1,0,0,5,0,0,1,0,0,1,0,0,0,1,0
48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,597,1,45,882,841,0,0,0,0,22,0,0,0,0,1,0,1,0,1,0,0
45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,338,0,40,373,349,2,1,0,0,13,0,0,1,0,0,1,0,0,1,0,0
35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,419,1,49,35,32,3,1,0,0,4,0,0,0,1,0,0,1,0,0,1,0
54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,468,1,36,42,32,2,1,0,0,4,0,0,1,0,0,0,1,0,1,0,0
30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,681,1,54,326,300,1,1,0,0,12,0,0,0,1,0,1,0,0,0,1,0
54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,353,0,53,404,389,1,1,0,0,14,0,0,0,0,1,1,0,0,0,1,0
31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,350,0,43,95,63,0,0,0,0,5,0,0,1,0,0,0,1,0,1,0,0
72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,111,0,65,939,904,0,0,2,1,13,0,0,1,0,0,0,1,0,0,0,1
36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,183,0,36,33,31,1,1,0,0,4,1,0,0,0,0,0,1,0,1,0,0
72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,391,1,59,981,874,0,0,1,1,20,1,0,0,0,0,1,0,0,0,1,0
13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,525,1,38,36,30,1,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0
84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,391,1,39,1237,1047,1,1,0,0,19,0,0,1,0,0,0,1,0,1,0,0
70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,646,1,54,1825,1808,1,1,0,0,27,0,0,1,0,0,1,0,0,0,1,0
34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,661,1,37,103,95,2,1,0,0,6,0,0,0,0,1,0,1,0,1,0,0
28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,558,1,37,191,188,1,1,0,0,9,0,0,1,0,0,0,1,0,1,0,0
69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,222,0,44,1586,1556,1,1,0,0,23,0,0,0,0,1,1,0,0,1,0,0
65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,16,0,56,963,909,0,0,0,0,13,0,0,0,0,1,1,0,0,0,1,0
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,165,0,44,889,806,1,1,0,0,21,1,0,0,0,0,1,0,0,1,0,0
32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,134,0,54,93,63,0,0,1,1,6,1,0,0,0,0,0,1,0,0,1,0
83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,437,1,41,1587,1508,0,0,0,0,20,0,0,1,0,0,0,1,0,1,0,0
46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,111,0,52,16,15,3,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0
84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,390,1,62,1375,1212,0,0,0,0,31,0,0,1,0,0,0,1,0,0,0,1
56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,537,1,52,393,345,1,1,0,0,13,0,0,1,0,0,1,0,0,0,1,0
63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,639,1,64,1477,1408,1,1,0,0,21,0,0,0,1,0,0,1,0,0,0,1
73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,235,0,43,1179,1106,1,1,1,1,16,0,0,1,0,0,1,0,0,1,0,0
63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,632,1,54,1005,846,1,1,0,0,22,0,0,1,0,0,1,0,0,0,1,0
76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,47,0,66,1348,1322,0,0,0,0,20,0,0,0,0,1,1,0,0,0,0,1
62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,546,1,55,1307,1282,1,1,0,0,19,0,0,0,0,1,0,1,0,0,1,0
45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,418,1,50,486,342,1,1,1,1,13,0,0,1,0,0,0,1,0,0,1,0
77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,476,1,67,2252,2105,0,0,2,1,12,0,0,0,1,0,1,0,0,0,0,1
46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,315,0,43,235,224,2,1,0,0,10,0,0,0,0,1,1,0,0,1,0,0
105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,524,1,44,1724,1517,0,0,2,1,30,0,0,1,0,0,1,0,0,1,0,0
55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,198,0,44,235,216,1,1,0,0,10,0,0,0,1,0,0,1,0,1,0,0
78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,37,0,37,1092,1042,1,1,0,0,25,0,0,0,1,0,1,0,0,1,0,0
66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,286,0,56,599,453,1,1,0,0,15,0,0,1,0,0,1,0,0,0,1,0
98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,132,0,54,2008,1970,0,0,1,1,19,0,0,0,1,0,0,1,0,0,1,0
29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,671,1,29,48,42,1,1,0,0,4,0,0,1,0,0,1,0,1,0,0,0
67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,686,1,40,1174,1163,1,1,0,0,27,0,0,1,0,0,1,0,0,1,0,0
50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,77,0,64,67,58,1,1,0,0,6,0,0,0,0,1,1,0,0,0,0,1
49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,695,1,59,365,348,1,1,0,0,13,0,0,1,0,0,0,1,0,0,1,0
61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,176,0,61,165,150,1,1,0,0,8,0,0,1,0,0,1,0,0,0,0,1
26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,645,1,56,210,185,0,0,0,0,9,1,0,0,0,0,1,0,0,0,1,0
73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,302,0,67,1095,1024,1,1,0,0,25,0,0,0,0,1,1,0,0,0,0,1
46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,251,0,48,223,147,3,1,1,1,8,0,0,0,0,1,0,1,0,0,1,0
56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,569,1,51,597,592,1,1,0,0,18,0,0,1,0,0,1,0,0,0,1,0
19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,227,0,29,22,16,1,1,0,0,3,0,0,1,0,0,1,0,1,0,0,0
58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,186,0,39,1064,913,1,1,0,0,23,0,0,1,0,0,0,1,0,1,0,0
25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,660,1,34,74,63,0,0,0,0,5,0,1,0,0,0,1,0,0,1,0,0
14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,544,1,58,26,24,0,0,0,0,4,0,0,0,1,0,1,0,0,0,1,0
18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,548,1,55,60,41,0,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0
45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,409,1,40,20,17,1,1,0,0,3,0,0,0,0,1,1,0,0,1,0,0
21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,277,0,27,59,44,1,1,0,0,5,0,1,0,0,0,0,1,1,0,0,0
29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,416,1,46,34,32,1,1,0,0,4,0,0,0,0,1,1,0,0,0,1,0
54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,234,0,43,198,180,2,1,0,0,9,1,0,0,0,0,1,0,0,1,0,0
59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,335,0,50,1048,1038,1,1,0,0,25,0,0,0,0,1,1,0,0,0,1,0
59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,233,0,52,574,491,2,1,0,0,16,0,0,0,1,0,0,1,0,0,1,0
66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,655,1,44,1029,888,1,1,0,0,13,0,0,1,0,0,0,1,0,1,0,0
77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,195,0,34,670,611,1,1,0,0,18,0,0,1,0,0,1,0,0,1,0,0
52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,575,1,39,990,952,1,1,0,0,14,0,0,0,0,1,0,1,0,1,0,0
26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,38,0,40,11,10,2,1,0,0,3,0,0,1,0,0,1,0,0,1,0,0
81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,607,1,51,1241,1205,1,1,1,1,18,0,0,0,0,1,1,0,0,0,1,0
70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,178,0,35,576,485,0,0,0,0,16,0,0,1,0,0,0,1,0,1,0,0
36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,378,1,29,172,154,1,1,1,1,8,1,0,0,0,0,1,0,1,0,0,0
65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,188,0,34,664,658,0,0,0,0,19,0,0,0,0,1,0,1,0,1,0,0
68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,254,0,51,928,774,1,1,0,0,21,0,0,1,0,0,0,1,0,0,1,0
68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,668,1,47,2074,1959,0,0,0,0,29,0,0,1,0,0,0,1,0,0,1,0
41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,339,0,32,467,422,0,0,0,0,14,1,0,0,0,0,1,0,0,1,0,0
38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,248,0,59,257,216,1,1,0,0,10,0,0,1,0,0,1,0,0,0,1,0
65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,192,0,47,1146,1092,0,0,0,0,16,0,0,1,0,0,1,0,0,0,1,0
66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,479,1,38,689,611,1,1,0,0,18,0,0,0,0,1,0,1,0,1,0,0
86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,655,1,42,2114,2074,0,0,0,0,21,0,0,0,0,1,0,1,0,1,0,0
77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,44,0,25,1346,1320,0,0,2,1,20,0,0,0,0,1,1,0,1,0,0,0
69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,272,0,45,1044,977,0,0,0,0,14,0,0,0,0,1,1,0,0,1,0,0
50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,633,1,54,493,489,1,1,1,1,16,0,0,0,0,1,0,1,0,0,1,0
61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,308,0,44,957,858,0,0,0,0,12,0,0,1,0,0,0,1,0,1,0,0
42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,352,0,56,270,190,1,1,0,0,9,0,0,0,1,0,1,0,0,0,1,0
13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,239,0,62,29,19,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,1
47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,396,1,65,121,90,2,1,0,0,6,0,0,0,1,0,0,1,0,0,0,1
61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,338,0,53,126,120,2,1,0,0,7,0,0,0,1,0,1,0,0,0,1,0
34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,95,0,19,23,19,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0
26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,447,1,65,57,55,2,1,0,0,5,0,0,0,0,1,0,1,0,0,0,1
45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,238,0,53,636,607,0,0,0,0,18,0,0,1,0,0,0,1,0,0,1,0
78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,81,0,54,1004,970,0,0,1,1,27,0,0,1,0,0,1,0,0,0,1,0
78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,285,0,41,734,700,1,1,0,0,17,0,0,1,0,0,0,1,0,1,0,0
71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,109,0,36,614,591,2,1,0,0,18,0,0,1,0,0,1,0,0,1,0,0
71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,138,0,36,1453,1211,1,1,1,1,18,0,0,1,0,0,0,1,0,1,0,0
90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,61,0,26,1621,1605,0,0,3,1,14,0,0,0,1,0,0,1,1,0,0,0
41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,185,0,46,187,182,1,1,0,0,9,0,0,0,1,0,0,1,0,0,1,0
71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,535,1,28,1443,1350,1,1,2,1,20,0,0,1,0,0,1,0,1,0,0,0
35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,2,0,44,57,39,1,1,0,0,5,0,0,0,0,1,0,1,0,1,0,0
43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,445,1,63,637,607,1,1,0,0,18,0,0,1,0,0,0,1,0,0,0,1
66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,220,0,66,948,757,1,1,1,1,11,0,0,0,0,1,1,0,0,0,0,1
35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,535,1,43,59,41,1,1,1,1,4,0,0,0,1,0,1,0,0,1,0,0
25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,352,0,28,18,12,1,1,0,0,3,0,0,1,0,0,1,0,1,0,0,0
55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,616,1,49,903,837,1,1,0,0,22,0,0,0,1,0,0,1,0,0,1,0
33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,494,1,39,112,70,1,1,0,0,6,0,0,1,0,0,0,1,0,1,0,0
58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,411,1,61,596,547,0,0,0,0,17,0,0,1,0,0,1,0,0,0,0,1
50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,326,0,32,233,229,1,1,0,0,10,0,0,1,0,0,1,0,0,1,0,0
76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,569,1,39,1511,1364,0,0,0,0,10,0,0,0,0,1,1,0,0,1,0,0
87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,644,1,54,1152,1072,0,0,1,1,16,1,0,0,0,0,0,1,0,0,1,0
25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,503,1,36,48,43,1,1,0,0,5,0,0,1,0,0,1,0,0,1,0,0
58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,455,1,44,1185,1011,1,1,0,0,25,0,0,1,0,0,0,1,0,1,0,0
45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,92,0,56,21,18,2,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0
74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,557,1,49,965,956,1,1,0,0,14,0,0,0,1,0,1,0,0,0,1,0
59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,423,1,60,869,714,0,0,0,0,20,0,0,1,0,0,1,0,0,0,1,0
18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,37,0,30,16,15,1,1,0,0,4,0,0,0,0,1,1,0,1,0,0,0
72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,501,1,49,1947,1698,0,0,0,0,15,0,0,1,0,0,1,0,0,0,1,0
7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,697,1,38,71,39,1,1,1,1,7,0,0,1,0,0,1,0,0,1,0,0
44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,21,0,48,65,61,1,1,0,0,5,0,0,1,0,0,1,0,0,0,1,0
80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,218,0,59,1380,1332,0,0,1,1,23,0,0,1,0,0,1,0,0,0,1,0
75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,155,0,38,1027,876,0,0,0,0,22,0,0,0,1,0,0,1,0,1,0,0
56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,261,0,49,411,385,3,1,0,0,14,0,0,0,1,0,1,0,0,0,1,0
89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,440,1,23,836,653,0,0,1,1,25,0,0,1,0,0,1,0,1,0,0,0
35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,275,0,65,11,11,2,1,0,0,3,0,0,0,0,1,0,1,0,0,0,1
53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,691,1,61,480,437,2,1,0,0,15,0,0,0,0,1,1,0,0,0,0,1
66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,382,1,36,606,497,2,1,0,0,16,0,0,1,0,0,1,0,0,1,0,0
45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,256,0,66,284,254,3,1,0,0,11,0,0,0,0,1,0,1,0,0,0,1
89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,263,0,41,1472,1430,2,1,3,1,11,0,0,1,0,0,0,1,0,1,0,0
72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,61,0,65,1677,1677,0,0,3,1,25,0,0,1,0,0,1,0,0,0,0,1
67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,457,1,41,1335,1165,1,1,0,0,17,0,0,1,0,0,1,0,0,1,0,0
70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,26,0,62,334,313,1,1,0,0,12,0,0,0,1,0,1,0,0,0,0,1
17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,468,1,25,18,12,1,1,0,0,3,0,1,0,0,0,1,0,1,0,0,0
62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,689,1,45,1338,1241,1,1,0,0,18,0,0,1,0,0,1,0,0,1,0,0
64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,463,1,61,1099,1078,1,1,0,0,26,0,0,0,0,1,0,1,0,0,0,1
34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,480,1,58,97,73,2,1,0,0,6,0,0,0,1,0,1,0,0,0,1,0
48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,179,0,64,63,53,3,1,0,0,6,0,0,0,0,1,0,1,0,0,0,1
38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,332,0,36,109,69,1,1,0,0,7,1,0,0,0,0,1,0,0,1,0,0
82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,155,0,50,902,862,0,0,1,1,20,0,0,1,0,0,1,0,0,0,1,0
83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,413,1,62,1574,1383,0,0,1,1,19,0,0,1,0,0,1,0,0,0,0,1
17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,202,0,39,38,31,1,1,0,0,6,1,0,0,0,0,1,0,0,1,0,0
71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,112,0,19,960,916,0,0,0,0,23,0,0,1,0,0,0,1,1,0,0,0
33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,287,0,44,28,17,1,1,1,1,3,0,0,1,0,0,0,1,0,1,0,0
63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,151,0,60,1215,1150,0,0,1,1,27,1,0,0,0,0,1,0,0,0,1,0
83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,180,0,42,1497,1413,0,0,0,0,21,0,0,0,0,1,1,0,0,1,0,0
51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,269,0,56,449,445,1,1,0,0,15,0,0,0,0,1,1,0,0,0,1,0
58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,186,0,39,1064,913,1,1,0,0,23,0,0,1,0,0,0,1,0,1,0,0
80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,486,1,45,1757,1713,0,0,3,1,24,0,0,1,0,0,1,0,0,1,0,0
75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,58,0,35,1440,1360,0,0,0,0,20,0,0,1,0,0,1,0,0,1,0,0
63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,505,1,36,1006,917,0,0,0,0,23,1,0,0,0,0,1,0,0,1,0,0
